6,17,-4.335778,4.061321
7,17,-4.734012,4.257975
8,17,-4.747082,4.618119
9,17,-4.309129,4.394056
0,18,-4.532237,4.131302
1,18,-4.686510,4.441592
2,18,-4.714443,4.751837
3,18,-4.020720,4.468589
4,18,-4.485824,4.525817
5,18,-4.141635,4.673327
6,18,-4.334484,4.060401
7,18,-4.735371,4.256547
8,18,-4.745756,4.614632
9,18,-4.308933,4.395543
0,19,-4.531424,4.130244
1,19,-4.685821,4.437204
2,19,-4.712963,4.748468
3,19,-4.019858,4.467324
4,19,-4.484461,4.526157
5,19,-4.141887,4.674806
6,19,-4.333199,4.059487
7,19,-4.736659,4.255149
8,19,-4.744554,4.611328
9,19,-4.308706,4.397026
0,20,-4.530607,4.129182
1,20,-4.685134,4.432970
2,20,-4.711160,4.745081
3,20,-4.019001,4.466069
4,20,-4.483174,4.526467
5,20,-4.142105,4.676290
6,20,-4.331923,4.058576
7,20,-4.737862,4.253801
8,20,-4.743448,4.608103
9,20,-4.308450,4.398503
0,21,-4.529787,4.128118
1,21,-4.684454,4.428936
2,21,-4.709111,4.741673
3,21,-4.018152,4.464830
4,21,-4.481954,4.526751
5,21,-4.142289,4.677778
6,21,-4.330656,4.057667
7,21,-4.738972,4.252520
8,21,-4.742431,4.604941
9,21,-4.308165,4.399976
0,22,-4.528964,4.127050
1,22,-4.683782,4.425117
2,22,-4.708179,4.740193
3,22,-4.017302,4.463594
4,22,-4.480794,4.527011
5,22,-4.142439,4.679271
6,22,-4.329396,4.056762
7,22,-4.739978,4.251321
8,22,-4.741535,4.602018
9,22,-4.307850,4.401443
0,23,-4.528138,4.125979
1,23,-4.683115,4.421518
2,23,-4.705962,4.736766
3,23,-4.016450,4.462359
4,23,-4.479694,4.527249
5,23,-4.142556,4.680766
6,23,-4.328143,4.055860
7,23,-4.740963,4.250115
8,23,-4.739891,4.596192
9,23,-4.307507,4.402903
0,24,-4.527308,4.124906
1,24,-4.682329,4.417541
2,24,-4.703466,4.733260
3,24,-4.015597,4.461125
4,24,-4.478645,4.527468
5,24,-4.142638,4.682264
6,24,-4.326896,4.054959
7,24,-4.742043,4.248758
8,24,-4.738266,4.590033
9,24,-4.307136,4.404356
0,25,-4.526476,4.123829
1,25,-4.681370,4.413040
2,25,-4.700833,4.729949
3,25,-4.014742,4.459893
4,25,-4.477651,4.527668
5,25,-4.142688,4.683763
6,25,-4.325655,4.054060
7,25,-4.743361,4.247064
8,25,-4.736915,4.584529
9,25,-4.306737,4.405802
0,26,-4.525641,4.122751
1,26,-4.680234,4.408168
2,26,-4.698077,4.726838
3,26,-4.013886,4.458661
4,26,-4.476711,4.527850
5,26,-4.142705,4.685263
6,26,-4.324420,4.053163
7,26,-4.745096,4.244786
8,26,-4.735789,4.579572
9,26,-4.306311,4.407240
0,27,-4.524803,4.121671
1,27,-4.678945,4.403229
2,27,-4.695210,4.723925
3,27,-4.013027,4.457431
4,27,-4.475828,4.528016
5,27,-4.142689,4.686762
6,27,-4.323189,4.052267
7,27,-4.747376,4.241732
8,27,-4.734811,4.574889
9,27,-4.305850,4.408695
0,28,-4.523963,4.120588
1,28,-4.677510,4.398342
2,28,-4.692245,4.721208
3,28,-4.012167,4.456202
4,28,-4.475001,4.528166
5,28,-4.142641,4.688262
6,28,-4.321963,4.051372
7,28,-4.750153,4.237941
8,28,-4.733949,4.570370
9,28,-4.305346,4.410185
0,29,-4.523120,4.119503
1,29,-4.675933,4.393522
2,29,-4.686243,4.716271
3,29,-4.011306,4.454974
4,29,-4.474230,4.528302
5,29,-4.142561,4.689760
6,29,-4.320742,4.050478
