MAP,100,-26,32,1
MAP,100,-22,30,1
MAP,100,-30,27,2
MAP,100,-33,26,2
MAP,100,-30,34,2
MAP,100,-29,25,2
MAP,100,-34,29,2
MAP,100,-27,29,1
MAP,100,-26,26,2
MAP,100,-26,33,-1
MAP,100,-23,34,2
MAP,100,-25,30,1
MAP,100,-32,30,1
MAP,100,-22,31,1
MAP,100,-29,32,1
MAP,100,-29,26,2
MAP,100,-30,35,2
MAP,100,-33,27,2
MAP,100,-35,30,2
MAP,100,-29,33,2
MAP,100,-33,34,2
MAP,100,-26,27,2
MAP,100,-26,34,2
MAP,100,-23,35,2
MAP,100,-22,32,1
MAP,100,-32,31,1
MAP,100,-25,31,1
MAP,100,-30,28,1
MAP,100,-20,29,-1
MAP,100,-28,30,1
MAP,100,-33,35,2
MAP,100,-35,31,2
MAP,100,-33,28,2
MAP,100,-29,27,2
MAP,100,-32,32,2
MAP,100,-32,25,2
MAP,100,-26,28,1
MAP,100,-29,34,2
MAP,100,-28,31,1
MAP,100,-23,29,-1
MAP,100,-22,33,-1
MAP,100,-26,35,2
MAP,100,-25,32,1
MAP,100,-21,30,1
MAP,100,-30,29,1
MAP,100,-32,26,2
MAP,100,-29,28,1
MAP,100,-33,29,2
MAP,100,-35,32,2
MAP,100,-32,33,2
MAP,100,-29,35,2
MAP,100,-25,26,2
MAP,100,-28,25,2
MAP,100,-26,29,1
MAP,100,-25,33,2
MAP,100,-22,34,2
MAP,100,-24,30,1
MAP,100,-28,32,1
MAP,100,-31,30,1
MAP,100,-21,31,1
MAP,100,-19,29,2
MAP,100,-32,34,2
MAP,100,-35,33,2
MAP,100,-32,27,2
MAP,100,-34,30,2
MAP,100,-28,33,2
MAP,100,-28,26,2
MAP,100,-27,30,1
MAP,100,-31,31,1
MAP,100,-25,34,2
MAP,100,-29,29,1
MAP,100,-21,32,-1
MAP,100,-22,28,-1
MAP,100,-24,31,1
MAP,100,-32,35,2
MAP,100,-31,25,2
MAP,100,-31,32,2
MAP,100,-34,31,2
MAP,100,-25,28,-1
MAP,100,-28,27,2
MAP,100,-35,27,2
MAP,100,-28,34,2
MAP,100,-32,28,1
MAP,100,-25,35,2
MAP,100,-24,32,2
MAP,100,-27,31,1
MAP,100,-22,29,1
MAP,100,-20,30,1
MAP,110,-31,33,2
MAP,110,-31,26,2
MAP,110,-34,32,2
MAP,110,-28,28,1
MAP,110,-28,35,2
MAP,110,-27,25,2
MAP,110,-35,28,2
MAP,110,-27,32,2
MAP,110,-25,29,2
MAP,110,-24,33,2
MAP,110,-23,30,1
MAP,110,-32,29,1
MAP,110,-18,29,2
MAP,110,-30,30,1
MAP,110,-20,31,1
MAP,110,-31,34,2
MAP,110,-31,27,2
MAP,110,-33,30,2
MAP,110,-35,29,2
MAP,110,-27,26,2
MAP,110,-30,31,1
MAP,110,-26,30,1
MAP,110,-24,34,2
MAP,110,-34,33,2
MAP,110,-28,29,1
MAP,110,-23,31,1
MAP,110,-21,28,-1
MAP,110,-19,30,1
MAP,110,-20,32,2
MAP,110,-31,35,2
MAP,110,-33,31,2
MAP,110,-30,32,2
MAP,110,-30,25,2
MAP,110,-27,27,2
MAP,110,-26,31,1
MAP,110,-24,35,2
MAP,110,-34,27,2
MAP,110,-31,28,1
MAP,110,-27,34,2
MAP,110,-21,29,-1
MAP,110,-34,34,2
MAP,110,-19,31,1
MAP,110,-29,30,1
MAP,110,-23,25,2
MAP,110,-23,32,1
